participant,group,stimuli,response,correct
C09-LV,LV,ball,ball,1
C09-LV,LV,lid,lid,1
C09-LV,LV,bike,bike,1
C010-LV,LV,lid,lid,1
C010-LV,LV,ring,ring,1
C010-LV,LV,foot,foot,1
C010-LV,LV,cup,cup,1
C010-LV,LV,bees,bees,1
C010-LV,LV,coat,coat,1
C010-LV,LV,road,road,1
C010-LV,LV,cut,0,0
C010-LV,LV,piers,0,0
C010-LV,LV,pears,pears,1
C010-LV,LV,gate,gate,1
C010-LV,LV,hat,hat,1
C010-LV,LV,teeth,teeth,1
C010-LV,LV,kite,kite,1
C010-LV,LV,clock,clock,1
C010-LV,LV,bike,bike,1
C010-LV,LV,house,house,1
C010-LV,LV,boys,boys,1
C010-LV,LV,shirt,shirt,1
C010-LV,LV,ball,ball,1
C010-LV,LV,book,book,1
C010-LV,LV,food,food,1
C010-LV,LV,leg,leg,1
C010-LV,LV,bears,bears,1
C010-LV,LV,suit,0,0
C010-LV,LV,skirt,skirt,1
C010-LV,LV,ten,ten,1
C010-LV,LV,cot,0,0
C010-LV,LV,tears,teas,0
C010-LV,LV,mouse,mouse,1
C010-LV,LV,toys,toys,1
C010-LV,LV,shark,shark,1
C010-LV,LV,park,park,1
C010-LV,LV,cake,cake,1
C010-LV,LV,cat,cat,1
C010-LV,LV,paws,0,0
C011-LV,LV,shark,shark,1
C011-LV,LV,road,road,1
C011-LV,LV,bears,bears,1
C011-LV,LV,book,book,1
C011-LV,LV,house,house,1
C011-LV,LV,cat,cat,1
C011-LV,LV,gate,0,0
C011-LV,LV,cup,cup,1
C011-LV,LV,lid,0,0
C011-LV,LV,ball,ball,1
C011-LV,LV,cut,cut,1
C011-LV,LV,bees,0,0
C011-LV,LV,clock,clock,1
C011-LV,LV,piers,0,0
C011-LV,LV,teeth,teeth,1
C011-LV,LV,skirt,0,0
C011-LV,LV,boys,,0
C011-LV,LV,mouse,mouse,1
C011-LV,LV,suit,0,0
C011-LV,LV,ten,ten,1
C011-LV,LV,park,0,0
C011-LV,LV,toys,0,0
C011-LV,LV,cake,cake,1
C011-LV,LV,pears,0,0
C011-LV,LV,food,food,1
C011-LV,LV,paws,0,0
C011-LV,LV,leg,0,0
C011-LV,LV,kite,0,0
C011-LV,LV,ring,0,0
C011-LV,LV,cot,0,0
C011-LV,LV,shirt,0,0
C011-LV,LV,coat,coat,1
C011-LV,LV,foot,0,0
C011-LV,LV,bike,0,0
C011-LV,LV,hat,hat,1
C011-LV,LV,tears,,0
C012-LV,LV,gate,gate,1
C012-LV,LV,kite,bike,0
C012-LV,LV,ball,ball,1
C012-LV,LV,coat,,0
C012-LV,LV,leg,leg,1
C012-LV,LV,book,book,1
C012-LV,LV,cat,cat,1
C012-LV,LV,park,,0
C012-LV,LV,ten,ten,1
C012-LV,LV,food,food,1
C012-LV,LV,bees,bees,1
C012-LV,LV,tears,0,0
C012-LV,LV,shirt,0,0
C012-LV,LV,toys,0,0
C012-LV,LV,cut,cut,1
C012-LV,LV,bike,bike,1
C012-LV,LV,ring,ring,1
C012-LV,LV,bears,bears,1
C012-LV,LV,hat,hat,1
C012-LV,LV,road,0,0
C012-LV,LV,suit,0,0
C012-LV,LV,piers,0,0
C012-LV,LV,cot,cot,1
C012-LV,LV,house,house,1
C012-LV,LV,skirt,0,0
C012-LV,LV,mouse,mouse,1
C012-LV,LV,cup,0,0
C012-LV,LV,foot,foot,1
C012-LV,LV,paws,0,0
C012-LV,LV,boys,0,0
C012-LV,LV,cake,0,0
C012-LV,LV,teeth,teeth,1
C012-LV,LV,lid,lid,1
C012-LV,LV,shark,shark,1
C012-LV,LV,clock,clock,1
C012-LV,LV,pears,bears,0
C013-LV,LV,suit,shirt,0
C013-LV,LV,ring,0,0
C013-LV,LV,ball,ball,1
C013-LV,LV,coat,,0
C013-LV,LV,kite,kite,1
C013-LV,LV,hat,hat,1
C013-LV,LV,cut,cut,1
C013-LV,LV,boys,boys,1
C013-LV,LV,ten,ten,1
C013-LV,LV,mouse,mouse,1
C013-LV,LV,clock,clock,1
C013-LV,LV,foot,foot,1
C013-LV,LV,house,house,1
C013-LV,LV,leg,leg,1
C013-LV,LV,piers,0,0
C013-LV,LV,shark,shark,1
C013-LV,LV,bees,bees,1
C013-LV,LV,skirt,skirt,1
C013-LV,LV,cat,cat,1
C013-LV,LV,bike,bike,1
C013-LV,LV,road,road,1
C013-LV,LV,park,park,1
C013-LV,LV,shirt,shirt,1
C013-LV,LV,cot,0,0
C013-LV,LV,gate,gate,1
C013-LV,LV,cup,cup,1
C013-LV,LV,paws,0,0
C013-LV,LV,teeth,teeth,1
C013-LV,LV,lid,lid,1
C013-LV,LV,toys,0,0
C013-LV,LV,tears,0,0
C013-LV,LV,book,book,1
C013-LV,LV,food,food,1
C013-LV,LV,bears,0,0
C013-LV,LV,cake,cake,1
C013-LV,LV,pears,pears,1
C014-LV,LV,piers,0,0
C014-LV,LV,skirt,0,0
C014-LV,LV,cot,0,0
C014-LV,LV,pears,0,0
C014-LV,LV,clock,clock,1
C014-LV,LV,leg,leg,1
C014-LV,LV,ten,ten,1
C014-LV,LV,mouse,mouse,1
C014-LV,LV,tears,0,0
C014-LV,LV,foot,foot,1
C014-LV,LV,lid,0,0
C014-LV,LV,hat,0,0
C014-LV,LV,paws,0,0
C014-LV,LV,ring,0,0
C014-LV,LV,coat,0,0
C014-LV,LV,shark,0,0
C014-LV,LV,suit,0,0
C014-LV,LV,kite,0,0
C014-LV,LV,book,book,1
C014-LV,LV,cup,cup,1
C014-LV,LV,house,0,0
C014-LV,LV,gate,0,0
C014-LV,LV,shirt,0,0
C014-LV,LV,cat,cat,1
C014-LV,LV,bees,0,0
C014-LV,LV,toys,0,0
C014-LV,LV,cut,cut,1
C014-LV,LV,road,0,0
C014-LV,LV,ball,ball,1
C014-LV,LV,teeth,teeth,1
C014-LV,LV,food,0,0
C014-LV,LV,cake,cake,1
C014-LV,LV,bike,0,0
C014-LV,LV,park,0,0
C014-LV,LV,bears,0,0
C014-LV,LV,boys,0,0
C015-LV,LV,hat,hat,1
C015-LV,LV,kite,0,0
C015-LV,LV,foot,foot,1
C015-LV,LV,bees,0,0
C015-LV,LV,road,0,0
C015-LV,LV,cake,cake,1
C015-LV,LV,ten,ten,1
C015-LV,LV,clock,clock,1
C015-LV,LV,house,house,1
C015-LV,LV,bears,bears,1
C015-LV,LV,toys,toys,1
C015-LV,LV,skirt,0,0
C015-LV,LV,bike,0,0
C015-LV,LV,ball,ball,1
C015-LV,LV,boys,boys,1
C015-LV,LV,teeth,teeth,1
C015-LV,LV,gate,gate,1
C015-LV,LV,cat,cat,1
C015-LV,LV,suit,0,0
C015-LV,LV,park,park,1
C015-LV,LV,paws,0,0
C015-LV,LV,pears,pears,1
C015-LV,LV,book,book,1
C015-LV,LV,piers,0,0
C015-LV,LV,shark,0,0
C015-LV,LV,cup,cup,1
C015-LV,LV,leg,leg,1
C015-LV,LV,shirt,shirt,1
C015-LV,LV,cot,0,0
C015-LV,LV,lid,0,0
C015-LV,LV,cut,cut,1
C015-LV,LV,tears,0,0
C015-LV,LV,ring,0,0
C015-LV,LV,mouse,0,0
C015-LV,LV,food,food,1
C015-LV,LV,coat,0,0
C016-LV,LV,gate,,0
C016-LV,LV,teeth,teeth,1
C016-LV,LV,cat,cat,1
C016-LV,LV,hat,hat,1
C016-LV,LV,bike,bike,1
C016-LV,LV,leg,leg,1
C016-LV,LV,ten,ten,1
C016-LV,LV,paws,0,0
C016-LV,LV,bees,bees,1
C016-LV,LV,cot,cot,1
C016-LV,LV,lid,lid,1
C016-LV,LV,piers,piers,1
C016-LV,LV,coat,0,0
C016-LV,LV,cut,cut,1
C016-LV,LV,skirt,0,0
C016-LV,LV,toys,toys,1
C016-LV,LV,pears,0,0
C016-LV,LV,mouse,mouse,1
C016-LV,LV,house,house,1
C016-LV,LV,shirt,0,0
C016-LV,LV,bears,bears,1
C016-LV,LV,road,road,1
C016-LV,LV,cake,cake,1
C016-LV,LV,park,park,1
C016-LV,LV,tears,tears,1
C016-LV,LV,ball,ball,1
C016-LV,LV,kite,kite,1
C016-LV,LV,suit,suit,1
C016-LV,LV,foot,foot,1
C016-LV,LV,clock,clock,1
C016-LV,LV,food,food,1
C016-LV,LV,ring,ring,1
C016-LV,LV,shark,shark,1
C016-LV,LV,book,book,1
C016-LV,LV,cup,cup,1
C016-LV,LV,boys,boys,1
C017-LV,LV,park,park,1
C017-LV,LV,skirt,skirt,1
C017-LV,LV,cup,cup,1
C017-LV,LV,food,food,1
C017-LV,LV,cake,cake,1
C017-LV,LV,tears,tears,1
C017-LV,LV,teeth,teeth,1
C017-LV,LV,hat,hat,1
C017-LV,LV,bike,0,0
C017-LV,LV,pears,0,0
C017-LV,LV,paws,0,0
C017-LV,LV,cot,0,0
C017-LV,LV,road,road,1
C017-LV,LV,house,house,1
C017-LV,LV,coat,,0
C017-LV,LV,bees,bees,1
C017-LV,LV,toys,toys,1
C017-LV,LV,book,book,1
C017-LV,LV,gate,,0
C017-LV,LV,shirt,,0
C017-LV,LV,bears,bears,1
C017-LV,LV,boys,boys,1
C017-LV,LV,lid,,0
C017-LV,LV,foot,,0
C017-LV,LV,shark,,0
C017-LV,LV,suit,,0
C017-LV,LV,clock,clock,1
C017-LV,LV,kite,,0
C017-LV,LV,ten,ten,1
C017-LV,LV,piers,,0
C017-LV,LV,mouse,mouse,1
C017-LV,LV,leg,,0
C017-LV,LV,ring,,0
C017-LV,LV,cat,cat,1
C017-LV,LV,cut,cut,1
C017-LV,LV,ball,ball,1
C018-LV,LV,ten,ten,1
C018-LV,LV,lid,lid,1
C018-LV,LV,cat,cat,1
C018-LV,LV,boys,boys,1
C018-LV,LV,suit,suit,1
C018-LV,LV,toys,toys,1
C018-LV,LV,kite,kite,1
C018-LV,LV,ball,ball,1
C018-LV,LV,food,food,1
C018-LV,LV,mouse,mouse,1
C018-LV,LV,coat,coat,1
C018-LV,LV,cot,cot,1
C018-LV,LV,skirt,skate,0
C018-LV,LV,clock,clock,1
C018-LV,LV,cup,cup,1
C018-LV,LV,gate,gate,1
C018-LV,LV,road,road,1
C018-LV,LV,tears,toys,0
C018-LV,LV,paws,0,0
C018-LV,LV,bears,bears,1
C018-LV,LV,piers,0,0
C018-LV,LV,book,book,1
C018-LV,LV,cake,cake,1
C018-LV,LV,teeth,teeth,1
C018-LV,LV,shark,shark,1
C018-LV,LV,cut,cut,1
C018-LV,LV,hat,hat,1
C018-LV,LV,foot,leg,0
C018-LV,LV,leg,leg,1
C018-LV,LV,park,park,1
C018-LV,LV,bike,0,0
C018-LV,LV,house,house,1
C018-LV,LV,ring,ring,1
C018-LV,LV,shirt,suit,0
C018-LV,LV,pears,0,0
C018-LV,LV,bees,bees,1
C019-LV,LV,foot,leg,0
C019-LV,LV,ring,0,0
C019-LV,LV,hat,hat,1
C019-LV,LV,park,0,0
C019-LV,LV,food,0,0
C019-LV,LV,book,book,1
C019-LV,LV,bike,0,0
C019-LV,LV,mouse,mouse,1
C019-LV,LV,coat,coat,1
C019-LV,LV,piers,0,0
C019-LV,LV,tears,0,0
C019-LV,LV,cot,0,0
C019-LV,LV,cup,cup,1
C019-LV,LV,paws,0,0
C019-LV,LV,bears,bears,1
C019-LV,LV,house,house,1
C019-LV,LV,bees,bees,1
C019-LV,LV,boys,boys,1
C019-LV,LV,gate,0,0
C019-LV,LV,cut,0,0
C019-LV,LV,lid,lid,1
C019-LV,LV,kite,0,0
C019-LV,LV,skirt,0,0
C019-LV,LV,teeth,teeth,1
C019-LV,LV,pears,pears,1
C019-LV,LV,cake,cake,1
C019-LV,LV,toys,0,0
C019-LV,LV,cat,cat,1
C019-LV,LV,ten,ten,1
C019-LV,LV,ball,ball,1
C019-LV,LV,road,0,0
C019-LV,LV,leg,leg,1
C019-LV,LV,suit,0,0
C019-LV,LV,shirt,0,0
C019-LV,LV,shark,shark,1
C019-LV,LV,clock,0,0
C020-LV,LV,bees,bees,1
C020-LV,LV,pears,pears,1
C020-LV,LV,skirt,skirt,1
C020-LV,LV,house,house,1
C020-LV,LV,shark,shark,1
C020-LV,LV,foot,foot,1
C020-LV,LV,cup,cup,1
C020-LV,LV,cat,cat,1
C020-LV,LV,ring,ring,1
C020-LV,LV,clock,clock,1
C020-LV,LV,paws,paws,1
C020-LV,LV,teeth,teeth,1
C020-LV,LV,suit,suit,1
C020-LV,LV,tears,tears,1
C020-LV,LV,cot,coat,0
C020-LV,LV,coat,coat,1
C020-LV,LV,kite,0,0
C020-LV,LV,food,food,1
C020-LV,LV,mouse,mouse,1
C020-LV,LV,bike,bike,1
C020-LV,LV,piers,piers,1
C020-LV,LV,boys,boys,1
C020-LV,LV,ball,ball,1
C020-LV,LV,gate,gate,1
C020-LV,LV,cake,cake,1
C020-LV,LV,leg,leg,1
C020-LV,LV,bears,bears,1
C020-LV,LV,ten,ten,1
C020-LV,LV,park,park,1
C020-LV,LV,lid,lid,1
C020-LV,LV,shirt,shirt,1
C020-LV,LV,book,book,1
C020-LV,LV,hat,hat,1
C020-LV,LV,cut,cut,1
C020-LV,LV,toys,toys,1
C020-LV,LV,road,road,1
C021-LV,LV,suit,,0
C021-LV,LV,boys,0,0
C021-LV,LV,cut,coat,0
C021-LV,LV,tears,0,0
C021-LV,LV,bears,bears,1
C021-LV,LV,bees,bees,1
C021-LV,LV,paws,0,0
C021-LV,LV,coat,coat,1
C021-LV,LV,cake,cake,1
C021-LV,LV,ball,ball,1
C021-LV,LV,ten,ten,1
C021-LV,LV,shirt,shirt,1
C021-LV,LV,cat,cat,1
C021-LV,LV,skirt,0,0
C021-LV,LV,hat,hat,1
C021-LV,LV,leg,leg,1
C021-LV,LV,park,0,0
C021-LV,LV,piers,,0
C021-LV,LV,food,food,1
C021-LV,LV,pears,0,0
C021-LV,LV,mouse,mouse,1
C021-LV,LV,road,0,0
C021-LV,LV,house,0,0
C021-LV,LV,kite,kate,0
C021-LV,LV,book,book,1
C021-LV,LV,lid,lid,1
C021-LV,LV,gate,0,0
C021-LV,LV,clock,clock,1
C021-LV,LV,bike,0,0
C021-LV,LV,cup,cup,1
C021-LV,LV,toys,toys,1
C021-LV,LV,cot,0,0
C021-LV,LV,teeth,teeth,1
C021-LV,LV,shark,0,0
C021-LV,LV,foot,0,0
C021-LV,LV,ring,0,0
C022-LV,LV,tears,0,0
C022-LV,LV,toys,toys,1
C022-LV,LV,pears,bees,0
C022-LV,LV,kite,0,0
C022-LV,LV,shirt,shirt,1
C022-LV,LV,teeth,teeth,1
C022-LV,LV,book,book,1
C022-LV,LV,road,road,1
C022-LV,LV,house,house,1
C022-LV,LV,shark,0,0
C022-LV,LV,leg,leg,1
C022-LV,LV,hat,hat,1
C022-LV,LV,ball,ball,1
C022-LV,LV,boys,0,0
C022-LV,LV,ten,ten,1
C022-LV,LV,food,food,1
C022-LV,LV,cut,cat,0
C022-LV,LV,gate,0,0
C022-LV,LV,bears,0,0
C022-LV,LV,foot,0,0
C022-LV,LV,cot,cot,1
C022-LV,LV,cat,cat,1
C022-LV,LV,paws,0,0
C022-LV,LV,bees,bees,1
C022-LV,LV,skirt,skate,0
C022-LV,LV,cake,cake,1
C022-LV,LV,bike,0,0
C022-LV,LV,coat,0,0
C022-LV,LV,lid,0,0
C022-LV,LV,cup,cup,1
C022-LV,LV,piers,mouse,0
C022-LV,LV,ring,park,0
C022-LV,LV,clock,clock,1
C022-LV,LV,suit,0,0
C022-LV,LV,mouse,mouse,1
C022-LV,LV,park,0,0
C023-LV,LV,hat,hat,1
C023-LV,LV,teeth,teeth,1
C023-LV,LV,balll,balll,1
C023-LV,LV,leg,leg,1
C023-LV,LV,pears,pears,1
C023-LV,LV,ring,0,0
C023-LV,LV,paws,0,0
C023-LV,LV,ten,ten,1
C023-LV,LV,suit,0,0
C023-LV,LV,lid,0,0
C023-LV,LV,skirt,skirt,1
C023-LV,LV,kite,0,0
C023-LV,LV,book,book,1
C023-LV,LV,cot,0,0
C023-LV,LV,tears,0,0
C023-LV,LV,shark,shark,1
C023-LV,LV,shirt,shirt,1
C023-LV,LV,bees,bees,1
C023-LV,LV,clock,clock,1
C023-LV,LV,boys,boys,1
C023-LV,LV,mouse,mouse,1
C023-LV,LV,house,house,1
C023-LV,LV,cut,cut,1
C023-LV,LV,food,food,1
C023-LV,LV,piers,0,0
C023-LV,LV,cup,cup,1
C023-LV,LV,bike,0,0
C023-LV,LV,cake,cake,1
C023-LV,LV,foot,foot,1
C023-LV,LV,road,0,0
C023-LV,LV,gate,0,0
C023-LV,LV,toys,0,0
C023-LV,LV,coat,0,0
C023-LV,LV,bears,bears,1
C023-LV,LV,park,0,0
C023-LV,LV,cat,cat,1
C024-LV,LV,skirt,skate,0
C024-LV,LV,hat,hat,1
C024-LV,LV,ten,ten,1
C024-LV,LV,book,0,0
C024-LV,LV,bees,bees,1
C024-LV,LV,teeth,teeth,1
C024-LV,LV,mouse,mouse,1
C024-LV,LV,coat,coat,1
C024-LV,LV,cup,cup,1
C024-LV,LV,bears,bears,1
C024-LV,LV,house,house,1
C024-LV,LV,clock,clock,1
C024-LV,LV,kite,0,0
C024-LV,LV,ring,ring,1
C024-LV,LV,bike,0,0
C024-LV,LV,cot,coat,0
C024-LV,LV,foot,foot,1
C024-LV,LV,food,food,1
C024-LV,LV,toys,toys,1
C024-LV,LV,leg,leg,1
C024-LV,LV,pears,pears,1
C024-LV,LV,gate,0,0
C024-LV,LV,road,road,1
C024-LV,LV,boys,boys,1
C024-LV,LV,paws,paws,1
C024-LV,LV,shirt,shirt,1
C024-LV,LV,suit,suit,1
C024-LV,LV,cut,cut,1
C024-LV,LV,tears,tears,1
C024-LV,LV,ball,ball,1
C024-LV,LV,cake,cake,1
C024-LV,LV,lid,lid,1
C024-LV,LV,shark,shark,1
C024-LV,LV,cat,cat,1
C024-LV,LV,piers,0,0
C024-LV,LV,park,park,1
